Rata-Rata Absolut,Standar Deviasi,Skewness,Kurtosis,Entropi,Root Mean Square (RMS),Maksimum Absolut,Peak to Peak (P2P),Faktor Puncak,Faktor Clearence,Faktor Shape,Impuls
0.1056892426388007,0.0828321184948402,-0.0313329146782466,1.0004972692918783,4.891291233713539,0.1266205963833993,0.613,1.05,4.84123450298618,0.0922219220363152,1.1980462081286056,5.800022638963967
0.1061795497827042,0.0839708024351904,-0.0098015472980411,1.028037765359302,4.934203013846886,0.1273361005145925,0.518,0.887,4.067974422859273,0.0927132723889406,1.199252594074707,4.878528879243542
0.1047564822501098,0.0831484033507216,-0.0680656243774024,0.9375316986632978,4.927003532684456,0.1259193651037451,0.645,0.975,5.1223257000111415,0.0913033907170647,1.2020197929432963,6.157136877315519
0.1053174959714829,0.0821537495886257,-0.1030820560994964,0.8249282985361366,4.916248503437114,0.1263623012349693,0.601,0.8919999999999999,4.756165360445968,0.0917474697191389,1.1998224992852538,5.706554209784231
0.1054918208896918,0.0831152031891212,-0.0651804921331855,1.0548828887103805,4.925837323255253,0.1264429769008126,0.615,0.945,4.863852584572039,0.0921829676877802,1.1986045537409808,5.829835856592886
0.1062534303432784,0.0840953087122072,-0.0247040926710659,0.8579089374250497,4.9388460439568895,0.1272213881607457,0.574,0.933,4.5118199722419625,0.0928717001360652,1.1973391141323628,5.402178528688894
0.1052653938180575,0.0836908511711767,-0.0013900914735972,0.9449011795805532,4.933338731289825,0.1262918030304085,0.591,0.972,4.679638629101675,0.0917803904221116,1.1997466446446157,5.614380743414063
0.1060964890863811,0.0855145234549063,-0.1015814532610917,1.0727727922044408,4.951879746920614,0.1277533407013472,0.635,0.965,4.970515812063641,0.0925271111759355,1.2041241119424189,5.985117938096882
0.1045170174324918,0.0839522121467136,0.0084556252888806,0.7110116722814239,4.939578330156544,0.1255880971082073,0.51,0.908,4.06089439798249,0.0909385324486884,1.2016042955811042,4.879588152517002
0.1048810488793398,0.0827362816518242,-0.064645916834481,1.023186526772783,4.920270277334505,0.1258155482259613,0.623,0.984,4.951693242882103,0.0914943974739894,1.199602307283421,5.940062639121097
0.1058122466917329,0.083428618841005,0.0145317532406575,0.8288320297692722,4.930597536962479,0.1267458585971043,0.562,0.955,4.434069927179772,0.0923543773363077,1.197837325639234,5.311294463270372
0.1053583182772596,0.0822799242419459,-0.0167056736676419,0.9511661101061368,4.915674179056378,0.1258912332822079,0.527,0.8220000000000001,4.18615328693011,0.0921970974994553,1.1948865105355435,5.001978093586815
0.1060137213731139,0.0849309399887156,-0.1119744307872004,1.2522316261872777,4.835324415368062,0.1277067280876289,0.745,1.162,5.833678547373016,0.0923776195009419,1.204624518727786,7.027392212541828
0.106004052932272,0.0831228793595128,-0.1160889493813161,0.795120228626407,4.928773533435789,0.127378711522868,0.574,0.8739999999999999,4.506247497227594,0.0923502841506029,1.2016400128045353,5.414887300268972
0.1052339469700668,0.081515164207134,-0.0886258238146876,0.9499481575001792,4.907485185511762,0.1257975003111175,0.605,0.883,4.809316548450783,0.0920673666449386,1.1954079831948128,5.749095395728988
0.1054212608037501,0.0828996538555285,-0.0500413493548153,0.9362375703451616,4.923460692758941,0.1264513721129722,0.542,0.928,4.286232651677158,0.0919802257828336,1.1994864332762178,5.141277915552299
0.1060366228819766,0.0838045088006432,0.008921363240893,1.1183215196228695,4.931937502677023,0.1269983922356921,0.623,1.014,4.905573913438171,0.0926012176852482,1.197684241387495,5.875328571086481
0.105148005273695,0.0835250138854235,-0.0457165593148348,1.1176163123000014,4.885525296492542,0.1261772877530812,0.728,1.077,5.769659603276916,0.0917659956250812,1.1999969702197208,6.923574043131416
0.1054391327701547,0.0828417112168557,-0.0525045172041461,0.8408110501922419,4.924809991152391,0.1263375773719895,0.623,0.953,4.931232757183818,0.0920518027806472,1.1982038741478551,5.908622193982461
0.1050136725426046,0.0821607450879041,-0.0495028891809662,1.0110573499428912,4.911755014798304,0.1257714447762664,0.542,0.8520000000000001,4.30940426075377,0.091651871222407,1.1976673297016658,5.161232693581949
0.1050588407637091,0.082137079149789,-0.0371417012155392,0.8505018317147579,4.917533122990353,0.1257198645792373,0.574,0.957,4.565706477023968,0.0918225906359773,1.1966614486257034,5.463604926795258
0.1046906587235704,0.0825038277693389,0.0121849907071428,0.981599695481727,4.918390495178604,0.1253484534291856,0.547,0.908,4.363835253133156,0.0914516496003183,1.197322234452272,5.224916976062986
0.1048729430147956,0.0824004562192577,-0.0584318210682739,1.4632000427186571,4.797004118017037,0.1258601561076971,0.698,1.201,5.545837710567666,0.091602987652317,1.200120378904028,6.655672854546714
0.1045481712974266,0.0820165913542121,-0.029704274369867,0.9328654088528036,4.913472820228997,0.1252809708078795,0.576,0.942,4.597665521632216,0.0912306630196722,1.1983085811369256,5.509422047769263
0.1049250939987304,0.0806720029848132,-0.0567841185548558,0.7783944596306376,4.891454749823736,0.1253732492734416,0.632,1.03,5.0409477592910985,0.09178818484149,1.1948833638877523,6.023344615804176
0.1048823673030909,0.0816836399647934,-0.0128370048436866,1.028994893524303,4.8065358560071,0.1254067602265642,0.71,1.171,5.661576766015558,0.09164559256337,1.1956896421317558,6.769488697258606
0.1047515503686703,0.0818720412389619,-0.0226734174417864,1.0569604975650644,4.910152716937398,0.1254812518181092,0.566,0.915,4.510633993518352,0.0914358554631615,1.1978939822511572,5.40326131697314
0.1046956394355193,0.0801410961220617,0.0201001554636068,1.0618708613053722,4.88846573974641,0.1248446652403949,0.557,0.992,4.461544263244788,0.0916762934499547,1.1924533429807758,5.32018337156295
0.1058684017774305,0.0812035496021296,-0.0249780759905595,1.2464196399836784,4.781048475780644,0.1263056641908034,0.769,1.182,6.088404703991036,0.0927288631727128,1.1930440251316785,7.26373485468011
0.1054397187362664,0.0820327433178523,-0.0692654490073552,1.0698022983098006,4.8923140238312905,0.126176740922028,0.647,1.021,5.127727941553184,0.0922711234985704,1.1966718276025616,6.136207567267171
0.1050425802041115,0.0817394196849491,0.0223007751706847,0.6995642969399261,4.912585937230535,0.1254628419228365,0.53,0.835,4.224358318983132,0.091830248988616,1.1943998488902854,5.045572937851873
0.104880755896284,0.0822603671276115,-0.0365935205281044,1.2193826409683992,4.807067428141648,0.1257132387592329,0.671,1.142,5.337544451345375,0.0915518299468011,1.1986301746676011,6.397741838012192
0.1052524049025831,0.0818456525087026,-0.0517065104771621,1.1488890419590878,4.907715221634633,0.1259304511982354,0.608,1.065,4.828061792956709,0.0920396799902256,1.1964615090248152,5.776590098466039
0.1048577567264026,0.0809074994883876,-0.0757283731308919,1.2323353309055638,4.816761129901612,0.1252955570249242,0.718,1.106,5.730450600552204,0.0917528844353267,1.194909760961684,6.847371357308574
0.1062371697836808,0.0845656811667085,-0.0298276787957455,1.0208779648042072,4.859939430295766,0.1275234642995949,0.637,1.123,4.995159153639957,0.0927296718803745,1.2003657906103584,5.996018166683595
0.1055073489916499,0.084872466134196,-0.0480052963429777,0.8206538163188677,4.86598187553307,0.1270641028947418,0.608,1.084,4.784986366319834,0.0917568746263888,1.2043151885542858,5.762631757984158
0.1055136481273499,0.082765709014457,-0.0602650789062863,1.29605186785558,4.901917986467959,0.126395340958156,0.627,1.018,4.9606258842054345,0.0922904006411712,1.1979051355100792,5.942359222033918
0.1039768543385907,0.0811727747048387,-0.0402783138373102,1.0347386946693802,4.883913301096306,0.1244791757232105,0.679,1.04,5.454727636611374,0.0908107083915647,1.1971815892588544,6.530299500972601
0.1058021387763074,0.0838701978082332,-0.0314950557744402,0.7007130978359921,4.938846692947431,0.126957849776622,0.637,1.006,5.017413268425543,0.0921558713227902,1.199955419096424,6.020672241293531
0.1074034864983641,0.0849551518418141,-0.0628936630080822,0.7533682717726329,4.950096075474408,0.1290581022241332,0.569,0.925,4.408866938178174,0.0934877191790279,1.201619299631384,5.297779602421623
0.1046265442648566,0.0817356551304545,-0.0654470508603688,0.8290530442440711,4.911395817604407,0.1254183839544342,0.591,0.903,4.712227835870667,0.0912308691547929,1.1987243279004234,5.648662145467732
0.1046821133844426,0.0811434130401433,-0.0037778519582716,0.8881751706585561,4.902988794157925,0.1250282649815203,0.566,0.947,4.526976360774556,0.0916803970725919,1.194361299550354,5.406845369288432
0.1042353142243273,0.081030193858359,-0.008462870530857,1.1660458037095185,4.785209518723099,0.1245559058821443,0.703,1.16,5.644051922075727,0.0913144353379171,1.1949492051617414,6.744355358175989
0.1038989208457444,0.0794170729455994,-0.0276623136255829,0.7557407173241169,4.884775414224434,0.1238865861379404,0.522,0.876,4.21353123266133,0.0910182802759223,1.1923760625182147,5.0241137804982365
0.1061503979686508,0.0850477034914565,0.0047828136186255,0.6770752131611975,4.952868643888159,0.1275531104525959,0.608,1.011,4.766641894052111,0.0924009125723682,1.201626304691443,5.72772228493726
0.1050599150349138,0.0810881932549232,-0.0853388248681551,1.0323485113396385,4.810830005767049,0.1255641341107763,0.73,1.108,5.813762068043832,0.0919036645742416,1.195166910891261,6.948416051520738
0.1051253479173787,0.0820366369311024,-0.0708625757999789,1.046091964594344,4.863658925415116,0.1259844488483737,0.671,1.0590000000000002,5.326054176794231,0.0916920519032864,1.1984212308851407,6.382856402314687
0.105196005664339,0.0830981039554354,-0.0452103924779582,0.8221495558190259,4.926887278068744,0.1261996026691574,0.552,0.916,4.374023279986967,0.0917298970487463,1.1996615448673682,5.247347525354997
0.1077361199277308,0.0893315245687899,-0.0655748814754891,1.2942963940741232,4.905140807478008,0.1304193748662181,0.671,1.101,5.144941084775936,0.0935842137428629,1.2105445690238634,6.228180488123253
0.1087662971824796,0.0913274507968506,-0.0729033128695341,1.0218156839896806,4.991561544670995,0.1321280016822932,0.657,1.043,4.972450893337366,0.0940350447478615,1.214788083303224,6.040474090036702
0.106510425313736,0.0865337930411614,-0.0410886683557376,0.8449506330632182,4.964685039917782,0.1285576946873403,0.566,0.932,4.402692513867369,0.0924760956400242,1.2069963509080175,5.31403379840796
0.1076557449094194,0.0888396468438869,-0.1012095768786905,1.3439186707193014,4.779310091377008,0.1305041110993023,0.745,1.299,5.708632423335076,0.0934611934665363,1.2122354567246487,6.920206632974733
0.107820010742712,0.0889797736654624,-0.0663688037496914,1.2513922683774583,4.946442161641393,0.1304274918542041,0.591,1.087,4.531253277956445,0.0937204979486879,1.2096779712389352,5.481357272448127
0.1072004492406855,0.0880530959845329,-0.1062006650705824,1.389004361168476,4.91087976127306,0.1296467760394703,0.679,1.0670000000000002,5.237307249300836,0.0931493187693699,1.2093864993829313,6.333928680424787
0.1079952146100883,0.0898787505506241,-0.028601761972423,0.9692141430992094,4.933009570157951,0.1306384963154674,0.662,1.075,5.06741901255044,0.0936670897472426,1.209669306062602,6.129901240440326
0.107408955515406,0.0882194921239965,-0.0569513766567456,1.278926971373989,4.791791285609564,0.129756904029299,0.715,1.211,5.510304097873308,0.093416614191283,1.208064107938258,6.656800604465845
0.1074393769227013,0.0885980543905337,-0.0567228325328767,1.2380269098417185,4.789489468461071,0.1300019507642101,0.759,1.211,5.838373928531497,0.0933118076202922,1.2100028359038402,7.064449010590155
0.1075176033986034,0.0885689725549574,-0.0016971111264148,1.007556803615962,4.947058786678831,0.1296591732055525,0.627,1.062,4.835755037601529,0.0935216657188578,1.2059343689503843,5.831603199668643
0.1074621807705454,0.0879482786979187,-0.0746293316089776,1.176684974115704,4.97866711252846,0.1296952198097753,0.583,0.971,4.495154107106562,0.0935473143609988,1.2068917537296415,5.42516442361084
0.1090181649494604,0.0910866719837257,-0.0513806828256261,1.5525267961381437,4.86124357070571,0.1318211397367218,0.725,1.186,5.499876586168176,0.0949495280733764,1.2091667457238218,6.650267873579615
0.1071227599003857,0.0879978985615346,-0.0854650878703978,1.470236789527864,4.771596929429146,0.1294990922489626,0.869,1.345,6.710471748553596,0.0930713791977122,1.208884950027285,8.112188304409722
0.107084037306509,0.0878845862948797,-0.0352404754406845,1.1303124821892712,4.94925849929053,0.1293572914565365,0.586,1.018,4.530088666837101,0.092969611047238,1.207997893152592,5.472337565333652
0.1071985448508228,0.0874263512004722,-0.0640109973910359,1.174732509378582,4.920284047391837,0.1293377405682863,0.735,1.091,5.68279604058757,0.0932404661293361,1.2065251515146254,6.856436353896632
0.108051711509351,0.089617917192442,-0.040268445782175,1.202846910748264,4.921991070068737,0.1305934971846206,0.718,1.116,5.497976664067431,0.0939453445537531,1.2086203481683744,6.644966469946777
0.1082904926998388,0.089812645133811,-0.0715665078124901,1.1398982182302384,4.911422874475275,0.1310164529846661,0.664,1.138,5.068065764822018,0.0940181134858555,1.2098610849229348,6.131655544688349
0.1077207871478099,0.0889310540645812,-0.013440272332079,1.0887128250112537,4.925972445524843,0.1299170521955986,0.603,1.072,4.6414230450067775,0.0937281019187211,1.2060536841169935,5.597805362975938
0.1079975096440255,0.0904920519627923,-0.1285188676871595,1.6173457838569507,4.786330465030945,0.1312531499602245,0.935,1.428,7.123638558642946,0.0934585596475291,1.2153349683048495,8.65760704188353
0.1081331607988671,0.08942168164371,-0.042847450286664,1.373718023351278,4.890742745354055,0.1307362282424697,0.713,1.209,5.453729311187069,0.0939451476186767,1.209029933802133,6.593721988079254
0.1078175692172469,0.0886986942682341,-0.0331033663341547,0.9305080441561292,4.976398678494619,0.1302959879834908,0.598,1.011,4.589550371081033,0.0936328291630948,1.208485675659697,5.546405881170074
0.1075897260608428,0.0891579392206512,-0.087216772387359,1.3389695323113997,4.853739529309408,0.1305149304772983,0.703,1.194,5.386356928123861,0.0932919807762121,1.213079866041216,6.534081140818669
0.1080204111528883,0.0891183668125548,-0.0375652746897323,0.9516298048449086,4.958825382594637,0.130513300724857,0.603,1.069,4.620218756640141,0.0938430314276095,1.2082281425510693,5.5822783265149285
0.1081496166805019,0.0885924817903443,-0.042748520502807,1.267417354114167,4.892090805721076,0.1305880587045554,0.635,1.131,4.862619188149771,0.0940821581679838,1.2074759274491156,5.87149561404301
0.1074418184481664,0.0892011896162512,-0.0924818627995573,1.2477473629950464,4.863990866119333,0.1301678473728145,0.784,1.1800000000000002,6.022992742244101,0.0931735503914594,1.2115193995493658,7.296972550573763
0.1082249133258459,0.0893928535796079,-0.0463099972156775,1.339019611919198,4.842465723489276,0.1307777696716272,0.833,1.238,6.3695840821540095,0.0940530847379809,1.2083887679159286,7.696933861170994
0.1091524488500415,0.0919236178435748,-0.0576786944759283,1.1936464634907575,4.9365587236299895,0.1323414309962037,0.747,1.196,5.64449087770124,0.0946157726896024,1.2124458259110638,6.843639404061945
0.1075680453147126,0.0892054369531875,-0.1323990424994155,1.3696603370869558,4.990239809346786,0.1304725993255457,0.679,1.065,5.204157834748189,0.0932791218880238,1.2129308378136003,6.312283522615333
0.1082226182919088,0.0899597385331231,0.038025338993095,1.079709563432464,5.002602136855901,0.1307189887739172,0.566,0.996,4.329898856385093,0.0939745356452726,1.2078712457439256,5.229960325607061
0.1082971824796132,0.090110950832539,-0.0665638630779876,1.1427466643067017,4.942986200739379,0.1310022236330608,0.789,1.123,6.022798530580676,0.0940655627109165,1.209654957161252,7.2855080985004195
0.1089100542018653,0.0907008245578946,0.0054349457595249,1.3643224871451936,4.917671741707724,0.1316931254878063,0.637,1.128,4.83700267299815,0.0946328109231856,1.2091916256300128,5.848863125339349
0.1086399238244054,0.0908362607767164,-0.1037945517793746,1.2431019356066728,4.917317745599185,0.1318905578277069,0.715,1.098,5.421161391507861,0.094142092570157,1.2140155587818844,6.5813742759581935
0.1074026075491967,0.087556714647726,0.0715730617118066,1.1428655371101164,4.971331523557745,0.1292416994087354,0.562,1.065,4.348441738007777,0.0935107750781976,1.2033385627954616,5.2326476314140775
0.1078073148102934,0.0888397165024882,-0.0376378444163013,1.235783218896088,4.912773499373859,0.1302348350532256,0.569,1.104,4.369030757150769,0.0937190494467861,1.2080333814305408,5.27793499913488
0.1085706821622149,0.0903545755251674,-0.0259794700324118,1.113938155212447,4.904894406986277,0.131189844803846,0.649,1.135,4.947029253448537,0.0943178407417069,1.208335825023517,5.977672674381212
0.1093870306167293,0.0931674346560819,0.0059300908999121,1.0704251770360087,5.006705278006121,0.1327515463019503,0.654,1.084,4.926496287376139,0.0946723754430576,1.213594934915874,5.97877094124154
0.1075672640265637,0.0901936388449596,-0.1062473125635613,1.5656963471132923,4.766921411494149,0.130740249511862,0.872,1.397,6.669713445214769,0.0930844512306652,1.215427859907041,8.106555538910603
0.1070844279505835,0.0877090520907855,-0.0314818676426602,1.0633379842943411,4.9782459678773785,0.1292101329613345,0.608,1.008,4.70551330662233,0.0930509593129987,1.2066192576661228,5.677762972974699
0.1075712192978172,0.0892257565420139,-0.1053079145590265,1.3254277618087262,4.963406392703276,0.1303749727786268,0.676,1.084,5.185044227375063,0.0932897626390573,1.2119874965596142,6.284208772687182
0.1076513501635822,0.0884535824108253,0.0176643918939286,0.9608404950584282,4.986702784639646,0.129763809372876,0.542,0.947,4.176819427692387,0.093637720243593,1.2054080991617169,5.034771966876411
0.1077632208603935,0.0899268664813357,-0.0374221517010759,1.410342162964429,4.7670176135596245,0.1309006175627319,0.664,1.2160000000000002,5.0725505529551,0.0931891665768196,1.2147058756930873,6.16165696142478
0.107932955710728,0.0895347643569373,-0.0957017321336454,1.196851548538501,4.878027648324552,0.1308541884827858,0.759,1.191,5.800349295657799,0.0935210929798168,1.2123654691111136,7.032143194838486
0.1079802236437326,0.0893089129957624,-0.097721733560567,1.1495607731353092,4.947418103085117,0.1307836445721803,0.632,1.096,4.832408532943085,0.0936771935119056,1.211181456742346,5.852923606504149
0.1079281214903071,0.0900704774659035,-0.0447014429559113,1.046843790705848,5.003169601973434,0.1306394722604388,0.591,0.972,4.523900699949252,0.0936845126399881,1.2104303350834411,5.475866640123787
0.10748425216075,0.0892021260668015,-0.0580869023592392,1.1029430055185867,4.993989094293304,0.1302062973407239,0.605,1.003,4.646472654212995,0.0932313822025284,1.2113988302769372,5.628731538227397
0.1077885150642121,0.0893078936092976,-0.084345881655573,1.1802727360336172,4.93717855756262,0.1305257513901591,0.696,1.077,5.332281121443707,0.0935050379526083,1.2109430333315367,6.4570886757775305
0.1078624444552956,0.0884695579082168,-0.0650661420043865,1.2287515403275688,4.864458956063994,0.1302981007098198,0.737,1.203,5.656260497928013,0.0938065051002281,1.208002482864393,6.832776725224828
0.107335758581962,0.0884668659062048,-0.0166573365438854,0.9637667353550908,4.946876409780344,0.1296081487796556,0.603,1.02,4.652485246318491,0.0931881002002577,1.2075020523629727,5.6178854835180285
0.1080263684750231,0.0897775357478652,-0.0483724793436856,1.0770520472265894,4.893496493182265,0.130787745775517,0.754,1.186,5.765066104084089,0.0937170225051437,1.2107020500810084,6.979777351067139
0.1076463694516333,0.0884551190691291,-0.0525318179693039,1.1423139228633663,4.875119941545601,0.1302084030844418,0.696,1.121,5.345277136596437,0.0933772940855706,1.2095940044029616,6.46561517629928
0.1077855364031446,0.088646547577696,-0.0604893512798733,1.2789093781878642,4.951027875057772,0.1301888110393884,0.598,1.02,4.593328683361857,0.0938321048146902,1.207850472186268,5.548054219105349
0.1070240246105766,0.0879811982673152,-0.0783308233872383,1.0240976239199022,4.807590593783689,0.1294437541277661,0.632,1.064,4.882429471075064,0.0929007004542887,1.2094831473472158,5.905216163376671
0.1085989550271009,0.0906853089059314,-0.0299515488294498,1.382488408751374,4.784819906702585,0.1315092983091861,0.854,1.396,6.493837401460356,0.0941671622983545,1.2109628336328642,7.863795740823508
0.1086553054348356,0.0907365429123973,-0.0160447615859083,1.1368714733390557,4.941792846148539,0.1313278550721344,0.725,1.096,5.520534844658654,0.094445415900659,1.2086649109913576,6.67247675664404
0.1075311294496801,0.0892892966346095,-0.0457605522579067,1.187794974557438,4.961179894576526,0.1303004509956298,0.627,1.049,4.81195571626248,0.0931357052611279,1.2117463255754668,5.830869658012923
0.1078896430489769,0.08982806842149,-0.0320988264070131,1.235147114105056,4.959424553800069,0.1307398861031049,0.652,1.087,4.987001437998926,0.0934569361283216,1.2117927393990446,6.043212133939694
0.1077520386737633,0.0892130472154324,-0.0450095879876054,1.4822692396837236,4.890604189042605,0.130288637490136,0.784,1.25,6.017408847792697,0.093648218886296,1.2091524122769115,7.275964423964972
0.1088887640998095,0.0906254745831266,-0.1097165590072474,1.5024381206087365,4.840389823613281,0.1318646877069667,0.825,1.282,6.256413406395328,0.0945386822788983,1.211003621880555,7.576539295126803
0.1076553054348356,0.0893361939864846,-0.0627871068654367,1.4216098084704316,4.820769190836284,0.1303442888073302,0.879,1.296,6.743678668570613,0.0934000529208118,1.2107558311302018,8.164948271240226
0.107852483031398,0.0900321407061723,-0.1019965766613645,1.211388153564415,4.857140396170389,0.1307972292573712,0.874,1.272,6.682098733760022,0.0935275528421851,1.2127419377010875,8.103661366290114
0.1074451877533082,0.0879108244925697,-0.04053495314057,0.866316668604481,4.981902872049554,0.1296230962347915,0.625,1.001,4.8216715859642205,0.0934191172069296,1.206411370720513,5.816919427187246
0.1084240441427804,0.090293579109793,-0.0444635348663779,1.296531859474349,4.840150536050779,0.1314226044930138,0.781,1.316,5.942661104707574,0.0938240712405161,1.2121167913636135,7.203199310399492
0.1077691781825284,0.0890867857277815,-0.0746795452836211,1.1100871816249709,4.978086238579742,0.1303871945363033,0.61,1.018,4.678373533300921,0.0935942082923287,1.2098746296039002,5.660245445751143
0.1080921920015625,0.0881362755319433,-0.0116432605684624,1.094976195969759,4.850572602689999,0.1302267311796844,0.776,1.259,5.958838043237757,0.0940100087150119,1.2047746351355504,7.179056929373606
0.1075279066360662,0.089418868033074,0.0147351915843467,1.0430692896674691,4.996326558070559,0.1299760291466924,0.601,0.989,4.623929534896813,0.0933903375778686,1.2087655494550176,5.58924672489083
0.107121197324088,0.0895352149546743,-0.0905357416852331,1.2714540989574243,4.963866441449316,0.1300129985951456,0.693,1.084,5.330236264744337,0.0928078280693915,1.2137000130963806,6.469307824327005
0.1081911226134088,0.0887690168628072,-0.0084034386912151,1.3134511727383544,4.89145047422905,0.1305214691118521,0.691,1.1869999999999998,5.294148194178218,0.0941061056832829,1.2063972159549043,6.386845642309287
0.1084636945163338,0.0900347850186632,-0.0271993553257614,1.326790198206822,4.953561709238574,0.13124849704645,0.691,1.228,5.264822192633938,0.0941760986437089,1.2100684715906025,6.370795343836832
0.1079297817276234,0.0901865310022898,-0.065369532979436,1.0563408509274272,5.005736612909038,0.1308598397935161,0.623,0.975,4.760818911157405,0.0935565013921733,1.2124534831707534,5.77227147157799
0.1071054250695834,0.0877243293384047,-0.0047132135097001,1.078369425775643,4.9409918658082645,0.1293498510022127,0.642,1.042,4.963283645290147,0.0930118862457349,1.2076872008880757,5.994094132794022
0.1078271399970701,0.0898840793051464,-0.0583231974230526,1.159144092039837,4.938311489045324,0.130748369734733,0.703,1.099,5.376740080402315,0.0933961995038009,1.2125738449363086,6.519694392516593
0.107597685433859,0.090143630140061,-0.0605142116701997,1.578873171356658,4.846086098888927,0.1306773653212935,0.784,1.233,5.999508775466942,0.0931889222701787,1.214499780310067,7.28640208977292
0.1084160847697641,0.0896013551318956,-0.0322760760928896,1.1578188754764072,4.865039879068075,0.1310576159040721,0.737,1.191,5.623480901250702,0.0941839158618363,1.2088392251241158,6.797884295168163
0.1089681136774256,0.0913064025431401,-0.0728591435524828,1.194000448572138,4.968035062227827,0.1320727681053277,0.701,1.094,5.307680077099271,0.0945484806499823,1.212031333278815,6.433074560464035
0.1082868792421505,0.0906224470702665,-0.0443390492548709,1.348824188807391,4.815610307931325,0.1312745244946183,0.623,1.241,4.745779902067291,0.0939211189154962,1.212284677639135,5.7532362587239305
0.1067820206064749,0.0880255539317773,0.0195902505505956,1.4921894087293786,4.795918172403398,0.1292067156154238,0.652,1.265,5.046177336018969,0.0924967972102978,1.2100044078730343,6.105896819491959
0.1081096733238927,0.0907788892430744,-0.0201348025613064,1.1207059218448,4.982704772283988,0.1310668674991615,0.684,1.084,5.218710212971066,0.0936210396179373,1.2123509716516288,6.32690839746375
0.107071097221544,0.088213352180097,0.0052719480449813,1.315584597236445,4.879166639442579,0.1291034296282422,0.667,1.17,5.166400318881143,0.0932192934538829,1.2057729207828187,6.229505602430602
0.1085686801113335,0.0895856337274612,-0.0537025036667171,1.1096083596749264,4.7868329107669805,0.1310632278923117,0.742,1.221,5.661389635616676,0.0944298319712877,1.207191869311764,6.834383537122342
0.1088110259290004,0.0906879969993474,-0.0673490479374989,1.4027204498944594,4.862521099468172,0.1316529958043602,0.862,1.243,6.547515267187342,0.0945721879224684,1.2099233021685163,7.921991293074085
